Los eigenvalores son:

249.9999659718, 239.9998615843, 229.9995890698, 219.9992433205, 209.9997648989, 199.9991510612, 189.9988173451, 179.9985668849, 169.9984189162, 159.9989199892, 149.9995271427, 139.9986719609, 129.9998436295, 119.9983964605, 109.9984644617, 99.9989982212, 89.9994217280, 79.9971433485, 69.9982761351, 59.9996005762, 49.9985182790, 39.9983263357, 29.9985946936, 19.9979638164, 9.9972878640, 

Los eigenvectores(en columnas) son:

0.9999845220, 0.0041026858, 0.0012675812, 0.0019198507, 0.0015705227, 0.0015004565, 0.0002631258, 0.0004007353, 0.0008395333, 0.0002662982, 0.0004929846, 0.0003883896, 0.0004753767, 0.0002530030, 0.0003346975, 0.0005889993, 0.0005323526, 0.0003475105, 0.0003722838, 0.0000656130, 0.0002843181, 0.0000030148, 0.0001014939, 0.0000528904, 0.0003178450, 
-0.0041171208, 0.9999832338, 0.0016269058, 0.0020309435, 0.0013216959, 0.0014859822, 0.0002501526, 0.0004726262, 0.0007691497, 0.0008560628, 0.0004853025, 0.0006040408, 0.0007078649, 0.0001574063, 0.0006093463, 0.0003376806, 0.0005417139, 0.0002679357, 0.0002847414, 0.0004635563, 0.0003755738, 0.0003650975, 0.0002538405, 0.0002691786, 0.0003942350, 
-0.0012678938, -0.0016397658, 0.9999949137, 0.0007764868, 0.0006696907, 0.0008688861, 0.0006348072, 0.0007842539, 0.0007842161, 0.0004493473, 0.0004828534, -0.0000040556, 0.0001987866, 0.0001297162, 0.0004552954, 0.0002714750, 0.0001328176, 0.0003572395, 0.0001103558, 0.0001694658, 0.0002404203, 0.0001896261, 0.0001449017, 0.0000167742, 0.0000341112, 
-0.0019171463, -0.0020447567, -0.0007871144, 0.9999922141, 0.0012189413, 0.0012338589, 0.0007834114, 0.0001122887, 0.0001448999, 0.0001073375, 0.0006487444, 0.0006122572, 0.0003535967, 0.0001432544, 0.0006340006, 0.0001587947, 0.0001490215, 0.0003972731, 0.0003051578, 0.0001511086, 0.0002557677, 0.0004256419, 0.0003406719, 0.0002834228, 0.0001066386, 
-0.0015665918, -0.0013299680, -0.0006767298, -0.0012296937, 0.9999944266, 0.0015172592, 0.0003277942, 0.0002016237, 0.0004430678, 0.0002244126, 0.0002147745, 0.0004236769, 0.0001406880, 0.0003501726, 0.0004449945, 0.0000477234, 0.0001000837, 0.0002312215, 0.0000192591, 0.0001480045, 0.0003894470, 0.0003993855, 0.0000187486, 0.0000174275, 0.0003471736, 
-0.0014911288, -0.0014892914, -0.0008739115, -0.0012419700, -0.0015258359, 0.9999934900, 0.0008935429, 0.0000565852, 0.0000691435, 0.0000456991, 0.0007822776, 0.0003995347, 0.0000132925, 0.0002425495, 0.0003336109, 0.0000577425, 0.0004663710, 0.0002380506, 0.0004966055, 0.0000390649, 0.0003499167, 0.0002399398, 0.0003186831, 0.0002610146, 0.0000333136, 
-0.0002614931, -0.0002514929, -0.0006373595, -0.0007863777, -0.0003312144, -0.0008988214, 0.9999965463, 0.0003026716, 0.0010796256, 0.0005258543, 0.0005673335, 0.0001070957, 0.0007509638, 0.0004050219, 0.0004845777, 0.0001902101, 0.0003338869, 0.0002913453, 0.0001075163, 0.0004446467, 0.0003410993, 0.0003460674, 0.0002444083, 0.0003356254, 0.0002161112, 
-0.0004007489, -0.0004768793, -0.0007883014, -0.0001168555, -0.0002059908, -0.0000611218, -0.0003078657, 0.9999968676, 0.0010373874, 0.0008498430, 0.0003645910, 0.0000178994, 0.0006068347, 0.0003629972, 0.0002879557, 0.0002685350, 0.0005425851, 0.0005483211, 0.0001336400, 0.0000442461, 0.0000582714, 0.0004006246, 0.0003328749, 0.0000154120, 0.0002314147, 
-0.0008362627, -0.0007727878, -0.0007868094, -0.0001498847, -0.0004473454, -0.0000746796, -0.0010834126, -0.0010419256, 0.9999960519, 0.0002763949, 0.0008678649, 0.0001922491, 0.0006787698, 0.0003887594, 0.0004244071, 0.0002398991, 0.0000716693, 0.0001531701, 0.0005042341, 0.0001089498, 0.0002309791, -0.0000034581, 0.0002919767, 0.0001058314, 0.0001102076, 
-0.0002629095, -0.0008576320, -0.0004513610, -0.0001113288, -0.0002275206, -0.0000495182, -0.0005282169, -0.0008528747, -0.0002812815, 0.9999977716, 0.0002188823, 0.0002334939, 0.0004138036, 0.0001004254, 0.0004747788, 0.0004336667, 0.0002441473, 0.0002669079, 0.0000057433, 0.0001541273, 0.0000341596, 0.0001745343, 0.0001943483, 0.0002626369, 0.0000153239, 
-0.0004886143, -0.0004853263, -0.0004829958, -0.0006515392, -0.0002173014, -0.0007866505, -0.0005702977, -0.0003669055, -0.0008723988, -0.0002224739, 0.9999970751, 0.0006794871, 0.0006443432, 0.0004508793, 0.0003491955, 0.0000872230, 0.0002034377, 0.0001239165, 0.0002910523, 0.0001087888, -0.0000034955, 0.0003564726, 0.0001835573, 0.0002430562, 0.0002491561, 
-0.0003847691, -0.0006052101, 0.0000026782, -0.0006146818, -0.0004267378, -0.0004033554, -0.0001100103, -0.0000201992, -0.0001948806, -0.0002359979, -0.0006830329, 0.9999977235, 0.0006567904, 0.0003754529, 0.0003654713, 0.0000183409, 0.0002833007, 0.0003550398, 0.0000887393, 0.0004687348, 0.0004153687, 0.0004436553, 0.0000483005, 0.0000729785, 0.0003196375, 
-0.0004713344, -0.0007086932, -0.0001997725, -0.0003561455, -0.0001432249, -0.0000162096, -0.0007520690, -0.0006082679, -0.0006823498, -0.0004169908, -0.0006476809, -0.0006601490, 0.9999971994, 0.0000972444, 0.0006395487, 0.0000789643, 0.0003512878, 0.0002739131, 0.0004145625, 0.0004062981, 0.0002671699, 0.0000763643, 0.0002568182, 0.0000823697, 0.0003048264, 
-0.0002514965, -0.0001580164, -0.0001300320, -0.0001441443, -0.0003515039, -0.0002445149, -0.0004063744, -0.0003646031, -0.0003910210, -0.0001026448, -0.0004533342, -0.0003780802, -0.0001005879, 0.9999984616, 0.0003410092, 0.0000621859, 0.0002440081, 0.0003987716, 0.0001365225, 0.0004644534, 0.0001330719, 0.0002512453, 0.0000085876, 0.0000806966, 0.0003579738, 
-0.0003293275, -0.0006075815, -0.0004556103, -0.0006357696, -0.0004472176, -0.0003375098, -0.0004859748, -0.0002892747, -0.0004270709, -0.0004774230, -0.0003520249, -0.0003679976, -0.0006434335, -0.0003439525, 0.9999975168, 0.0002447579, 0.0000483974, 0.0003619287, 0.0002670102, 0.0002401743, 0.0002836926, 0.0001658284, 0.0004053152, 0.0003811850, 0.0000810669, 
-0.0005873169, -0.0003397073, -0.0002728999, -0.0001615324, -0.0000500550, -0.0000605583, -0.0001912728, -0.0002698654, -0.0002422759, -0.0004356999, -0.0000893611, -0.0000202853, -0.0000813961, -0.0000639869, -0.0002473075, 0.9999987443, 0.0001242333, 0.0001632229, 0.0002600135, 0.0002225665, 0.0002363687, 0.0001828081, 0.0001528398, 0.0000027593, 0.0000689665, 
