-0.000027, -0.000993, 0.000000, 0.000168, 0.000188, 0.001636, -0.035456, 0.344874, 0.000000, -0.084846, -0.001237, -0.000163, 0.000084, 0.028610, -0.000665, -0.000593, -0.012125, -0.004561, 0.000329, -0.169858, 0.007798, 0.004531, 0.261689, 0.006530, 0.000000, 0.061224, 0.000219, 0.020815, 0.025299, 0.014659, -0.001031, 0.002009, 0.000000, 0.004426, 0.016837, -0.007839, 0.000302, -0.004063, -0.168188, -0.005769, 0.051597, 0.242312, 0.000184, -0.001718, -0.019799, -0.006007, -0.032116, 0.001513, -0.015269, -0.010428, -0.214990, -0.264997, -0.001750, -0.022272, 0.018667, -0.010482, 0.000772, -0.015417, 0.047696, 0.010533, 0.068778, -0.122464, -0.002427, 0.000000, 0.000000, 0.005837, 0.160233, -0.008399, 0.004558, -0.220627, 0.004602, 0.002255, 0.006893, 0.003515, 0.008454, 0.000000, 0.000000, 0.002145, -0.041346, 0.000000, 0.000132, 0.010632, 0.001363, 0.004840, -0.004749, 0.240394, 0.116764, -0.046202, -0.021188, -0.013391, -0.004029, -0.004987, 0.000961, 0.027560, -0.000675, 0.004369, 0.098797, 0.044499, 0.000000, 0.018202, -0.144025, 0.000000, 0.001446, -0.021199, -0.006518, 0.066868, -0.065602, -0.210601, -0.014639, -0.004895, -0.036104, -0.028394, -0.141456, -0.008939, 0.287710, 0.003177, -0.216711, -0.202117, -0.001001, 0.000000, 0.007915, 0.325045, -0.017675, -0.004437, 0.020665, 

-0.000045, -0.002018, 0.000000, 0.000272, 0.000311, 0.002737, -0.042787, 0.211612, 0.000000, 0.005920, -0.002146, -0.000262, 0.000136, -0.078712, -0.000994, -0.000441, -0.013969, -0.004335, 0.000526, -0.129785, 0.000645, 0.007080, 0.227187, 0.010940, 0.000000, 0.047952, 0.000349, 0.022069, 0.030973, 0.016681, -0.001613, 0.003405, 0.000000, 0.006530, 0.022250, -0.012614, 0.000535, -0.003203, -0.089418, -0.006407, 0.054102, 0.230194, 0.000302, -0.002738, 0.005618, -0.005314, -0.044786, 0.002114, -0.004041, -0.015056, -0.220716, -0.198925, -0.003361, -0.025709, 0.020232, -0.013176, 0.000891, -0.017514, 0.044563, 0.004905, 0.077587, -0.128558, -0.000004, 0.000000, 0.000000, 0.001748, 0.031024, 0.002752, -0.005423, 0.152704, -0.008349, -0.010678, -0.024035, -0.013458, 0.002225, 0.000000, 0.000000, -0.008415, -0.002985, 0.000000, 0.001043, -0.033584, -0.005119, -0.016401, 0.001108, -0.106140, -0.191219, -0.012694, 0.058967, 0.048910, -0.006864, 0.018542, 0.001040, -0.097742, -0.006754, -0.007177, -0.283348, -0.014853, 0.000000, -0.055195, 0.037385, 0.000000, -0.010442, 0.028460, 0.001078, -0.157414, 0.192218, 0.325362, 0.054280, 0.018134, 0.118991, 0.048446, 0.341932, 0.010126, -0.432545, -0.004765, -0.038982, -0.104194, -0.000015, 0.000000, -0.001470, 0.002843, 0.062457, 0.086700, 0.031863, 

0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 

-0.000154, 0.000997, 0.000000, 0.001227, -0.000457, -0.005788, 0.078509, -0.164602, 0.000000, 0.119059, 0.002381, -0.000637, 0.000516, -0.077748, -0.001780, -0.001330, -0.012497, -0.006139, -0.000760, 0.137318, 0.000884, 0.000740, 0.308489, -0.009021, 0.000000, 0.043377, 0.001044, -0.021616, 0.023040, 0.022928, -0.005923, -0.006636, 0.000000, 0.013351, -0.064314, 0.024957, 0.001862, -0.005839, -0.167839, 0.002887, 0.076819, 0.166426, 0.000097, 0.003281, 0.007646, -0.005341, -0.047814, 0.003043, -0.011980, -0.021769, -0.291152, -0.136928, -0.025064, 0.071310, 0.017252, -0.008576, -0.000227, -0.028853, -0.076591, -0.082528, 0.126380, -0.072614, 0.007552, 0.000000, 0.000000, -0.010784, -0.231591, 0.016102, -0.009673, 0.015076, -0.007585, 0.031617, 0.027132, 0.018229, -0.015872, 0.000000, 0.000000, 0.024445, 0.183087, 0.000000, -0.000568, 0.004945, 0.006877, 0.016474, 0.008864, -0.199857, -0.184966, 0.079657, -0.028882, -0.063384, 0.010491, -0.023441, -0.002743, 0.116233, -0.050138, -0.011056, 0.267035, -0.077045, 0.000000, 0.061298, 0.193995, 0.000000, 0.008210, 0.041360, 0.010799, 0.114074, -0.188902, 0.163528, -0.124385, -0.022642, -0.123613, 0.046737, -0.324770, 0.130617, -0.021352, -0.006434, 0.125335, 0.206610, 0.003675, 0.000000, -0.027844, -0.033557, 0.056274, -0.070346, -0.014932, 

-0.000132, 0.007630, 0.000000, 0.001423, -0.002148, -0.019809, 0.209008, -0.240839, 0.000000, -0.091136, 0.010461, 0.001401, 0.000513, -0.099444, -0.000190, -0.002374, 0.004132, -0.002952, -0.003200, 0.261710, 0.007535, -0.025196, 0.168716, -0.043855, 0.000000, 0.101692, 0.000792, -0.061449, -0.026739, 0.021379, -0.005901, -0.023521, 0.000000, 0.004210, -0.157807, 0.085244, -0.006957, 0.002740, -0.152077, 0.013342, 0.031906, -0.030068, -0.000940, 0.016380, -0.000786, -0.028151, -0.023257, 0.002052, -0.021258, -0.006135, -0.110072, -0.039307, -0.026981, 0.164127, -0.001210, 0.012168, -0.001689, -0.013887, -0.171098, -0.110943, 0.060739, 0.071034, 0.007247, 0.000000, 0.000000, -0.012259, -0.202823, 0.003293, -0.000929, -0.159699, 0.012062, -0.032103, -0.021840, -0.014455, -0.018158, 0.000000, 0.000000, -0.024998, -0.237711, 0.000000, 0.000391, -0.055044, -0.005349, -0.012644, 0.001938, 0.057942, 0.213226, 0.089100, 0.029787, 0.049068, 0.005883, 0.018938, -0.001380, -0.092816, 0.023341, 0.014217, -0.207159, -0.014952, 0.000000, -0.040325, 0.086343, 0.000000, -0.015894, 0.001580, -0.076900, -0.054544, 0.134783, -0.153402, 0.121981, 0.018347, 0.097540, -0.064347, 0.276313, -0.146210, 0.133733, 0.001618, -0.050344, 0.282617, 0.004071, 0.000000, -0.024992, 0.222874, 0.092181, 0.129800, -0.087595, 

