0.999955, -0.008310, -0.001880, -0.002572, -0.001970, -0.001803, -0.000302, -0.000455, -0.000944, -0.000297, -0.000546, -0.000420, -0.000516, -0.000272, -0.000354, -0.000623, -0.000563, -0.000367, -0.000391, -0.000068, -0.000296, -0.000001, -0.000104, -0.000054, -0.000331, -0.000057, -0.000148, -0.000042, -0.000033, -0.000341, -0.000067, -0.000161, -0.000259, -0.000181, -0.000084, -0.000179, -0.000141, -0.000129, -0.000252, -0.000072, -0.000189, -0.000126, -0.000180, -0.000089, -0.000199, -0.000059, -0.000073, -0.000169, -0.000188, -0.000011, 

0.015732, 0.999824, -0.009490, -0.002600, -0.000273, -0.000467, -0.001314, -0.001479, -0.000486, -0.000067, -0.000020, -0.000449, -0.000054, -0.000195, -0.000742, -0.000644, -0.000563, -0.000164, -0.000315, -0.000204, -0.000398, -0.000252, -0.000314, -0.000238, -0.000015, -0.000177, -0.000371, -0.000356, -0.000263, -0.000099, -0.000249, -0.000209, -0.000113, -0.000213, -0.000047, -0.000128, -0.000250, -0.000229, -0.000087, -0.000058, -0.000229, -0.000085, -0.000167, -0.000225, -0.000136, -0.000147, -0.000189, -0.000093, -0.000196, -0.000080, 

0.016477, 0.999812, -0.009489, -0.002598, -0.000272, -0.000466, -0.001314, -0.001479, -0.000486, -0.000067, -0.000020, -0.000449, -0.000054, -0.000195, -0.000742, -0.000644, -0.000563, -0.000164, -0.000315, -0.000204, -0.000398, -0.000252, -0.000314, -0.000238, -0.000015, -0.000177, -0.000371, -0.000356, -0.000263, -0.000099, -0.000249, -0.000209, -0.000113, -0.000213, -0.000047, -0.000128, -0.000250, -0.000229, -0.000087, -0.000058, -0.000229, -0.000085, -0.000167, -0.000225, -0.000136, -0.000147, -0.000189, -0.000093, -0.000196, -0.000080, 

0.005642, 0.014121, 0.999836, -0.008139, -0.003410, -0.003024, -0.001193, -0.000424, -0.001570, -0.001299, -0.000172, -0.000968, -0.000634, -0.000386, -0.000514, -0.000214, -0.000561, -0.000199, -0.000276, -0.000126, -0.000100, -0.000141, -0.000277, -0.000195, -0.000071, -0.000392, -0.000041, -0.000049, -0.000187, -0.000279, -0.000348, -0.000321, -0.000227, -0.000121, -0.000231, -0.000110, -0.000086, -0.000065, -0.000158, -0.000062, -0.000040, -0.000185, -0.000030, -0.000193, -0.000037, -0.000172, -0.000016, -0.000209, -0.000011, -0.000108, 

0.005646, 0.014121, 0.999836, -0.008139, -0.003410, -0.003024, -0.001193, -0.000424, -0.001570, -0.001299, -0.000172, -0.000968, -0.000634, -0.000386, -0.000514, -0.000214, -0.000561, -0.000199, -0.000276, -0.000126, -0.000100, -0.000141, -0.000277, -0.000195, -0.000071, -0.000392, -0.000041, -0.000049, -0.000187, -0.000279, -0.000348, -0.000321, -0.000227, -0.000121, -0.000231, -0.000110, -0.000086, -0.000065, -0.000158, -0.000062, -0.000040, -0.000185, -0.000030, -0.000193, -0.000037, -0.000172, -0.000016, -0.000209, -0.000011, -0.000108, 

0.010264, 0.005177, 0.010728, 0.999865, -0.001730, -0.001194, -0.002661, -0.001828, -0.001313, -0.001618, -0.000906, -0.000951, -0.000102, -0.000132, -0.000472, -0.000060, -0.000053, -0.000142, -0.000306, -0.000509, -0.000334, -0.000417, -0.000026, -0.000076, -0.000473, -0.000093, -0.000385, -0.000050, -0.000399, -0.000020, -0.000322, -0.000026, -0.000001, -0.000307, -0.000191, -0.000055, -0.000048, -0.000114, -0.000260, -0.000226, -0.000096, -0.000145, -0.000147, -0.000113, -0.000166, -0.000023, -0.000122, -0.000172, -0.000066, -0.000215, 

